https://vk.com/veretenze,Фольклорный ансамбль «Веретёнце» | VK,1
https://vk.com/clubdomostroyspb,"Фольклорный ансамбль ""Домострой"" | VK",2
https://folkteatr.ru/groups/folklornyiy-ansambl-rossiyane/,        Фольклорный ансамбль «Россияне» | Официальный сайт театра «Русская песня»    ,3
https://www.olsztyn.eu/ru/kultura/kulturnoe-obrazovanie/kak-zanimajutsja-muzykoi/folklornye-ansambli.html,Фольклорные ансамбли,4
http://folkrus.com/contacts,"Контакты — Русский фольклорный ансамбль ""Совечёра""",5
https://college-art.ru/collectives/folklornyiy-ansambl-belyie-rosyi/,"ФОЛЬКЛОРНЫЙ АНСАМБЛЬ ""БЕЛЫЕ РОСЫ"" — Сахалинский колледж искусств",6
https://academcc.ru/folklornyj-ansambl-kruglyj-god/,Фольклорный ансамбль “Круглый год” – Культурный центр Академический,7
https://dk-pobeda.mo.muzkult.ru/zatejniki,"Дворец культуры «Победа» | Образцовый коллектив ""Фольклорный ансамбль «Затейники»",8
http://www.cvrakadem.ru/dlya_vas__roditeli/divisions_cta/division_of_artistic_creativity/folklore_ensemble__quot_springs_quot_/,"Фольклорный ансамбль «Роднички» / Отдел художественного творчества / Отделы ЦВР / Для вас, родители / ЦВР ДМ Академический",9
http://xn--n1aemg.xn--p1ai/component/content/article/2-uncategorised/242-raspisanie-raboty-studij,Областной центр русского фольклора и этнографии,10
https://kc-arhangelskoe.ru/groups/besedushka,"Народный коллектив ""Фольклорный ансамбль ""Беседушка"" — Официальный сайт КЦ ""Архангельское"" филиал МАУК ККДК ""Подмосковье""",11
http://nagati.ru/dir/muzyka/folklornyj_ansambl_nagatica/2-1-0-8,"Фольклорный ансамбль ""Нагатица"" - Музыка  - Каталог студий - Дом культуры ""Нагатино""",12
http://rgups.ru/content-pages/fol-klornyi-ansambl-1230/,Фольклорный ансамбль «Любава»,13
https://bashedu.ru/ru/kollektivy/narodnyi-russkii-folklornyi-ansambl-tausen,,14,ERROR: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1108)>
http://dtdu.ru/otkrytaya-shkola/qq-97,,15,ERROR: HTTP Error 403: Forbidden
https://severstolici.ru/startoval-nabor-v-detskij-folklornyj-ansambl-sao/,Стартовал набор в детский фольклорный ансамбль САО | Север Столицы,16
http://ast63.ru/index.php?option=com_content&view=article&id=1812&Itemid=101,"Фольклорный ансамбль «Заряница», г.о. Отрадный",17
https://www.meria.kg/ru/post/18930,            Поздравляем! Столичный фольклорный ансамбль «Ибарат» стал победителем фестиваля в Узбекистане | Мэрия        ,18
https://pskgu.ru/page/fe342daf-d9a4-429f-84bb-f333941be2c9,Фольклорный ансамбль «Плескава» - Псковский Государственный Университет,19
http://svetoch.minsk.edu.by/main.aspx?guid=3731,"Образцовый фольклорный ансамбль 'Жарт' ::  ЦДО ДиМ ""Светоч"" г.Минска",20
http://torama.club/,"Фольклорный ансамбль Торама — Государственное автономное учреждение Республики Мордовия ""Фольклорный ансамбль ""Торама"". Официальный сайт. Учредитель — Министерство культуры, национальной политики и архивного дела Республики Мордовия.  ",21
http://ckscheb.ru/?p=1143,Народный фольклорный ансамбль «Уяв» — Централизованная клубная система города Чебоксары,22
http://www.spark-interfax.ru/mordoviya-respublika-saransk/gau-folklorny-ansambl-torama-inn-1326222642-ogrn-1121326002269-6906d9acc1d9226ae0531b9aa8c04bb6,"ГАУ ФОЛЬКЛОРНЫЙ АНСАМБЛЬ ТОРАМА, Саранск: ИНН 1326222642, ОГРН 1121326002269, адрес, телефон, сайт, реквизиты, выписка из ЕГРЮЛ",23
https://www.bermenchek.ru/contacts/,Контакты,24
http://dkzt.ru/%D0%BE%D0%B1%D1%80%D0%B0%D0%B7%D1%86%D0%BE%D0%B2%D1%8B%D0%B9-%D1%84%D0%BE%D0%BB%D1%8C%D0%BA%D0%BB%D0%BE%D1%80%D0%BD%D1%8B%D0%B9-%D0%B0%D0%BD%D1%81%D0%B0%D0%BC%D0%B1%D0%BB%D1%8C-%D0%BF%D1%80%D0%B0/,"Образцовый фольклорный ансамбль ""Праздник"" - Дом Культуры Знамя Труда",25
http://anichkov.ru/page/teremok/,Фольклорный ансамбль «Теремок» | Санкт-Петербургский городской Дворец творчества юных,26
https://rockgig.net/event/328980,   - 14  2019 -  |  | RockGig,27
http://kontaktpls.ru/%D1%81%D0%BE%D0%B1%D1%8B%D1%82%D0%B8%D0%B5/alenushka-kontsert-obraztsovogo-folklornogo-ansamblya/?instance_id=556,,28,ERROR: HTTP Error 404: Not Found
http://tks-np.ru/index/222.html?task=view,Детский фольклорный ансамбль «Славяночка»,29
http://dvv1.ru/dejatelnost/ansambl-sudarushki/,Ансамбль фольклорной песни «Сударушки»,30
https://assembly.kz/ru/news/etno-folklornyy-ansambl-sarmad-zvuchanie-melodii-velikoy-stepi/,Этно-фольклорный ансамбль «Сармад»: Звучание мелодии великой степи,31
https://amumgk.ru/college/bands/podsevaha,Ансамбль «Подсеваха» — Академическое музыкальное училище при МГК имени П. И. Чайковского,32
https://kremlinpalace.org/events/siyayushchie-vershiny-kavkaza-festival-tancuy-i-poy-moya-rossiya,«Сияющие вершины Кавказа» | Государственный Кремлёвский Дворец,33
http://tuvsu.ru/student/212/,"Фольклорный ансамбль ""Дынгылдай""",34
https://www.filarmonia-tula.ru/ispolniteli/kollectivy/?ELEMENT_ID=540,Фольклорный ансамбль «Услада»,35
https://mkro.donland.ru/about/suborg/21/,Государственный ансамбль песни и пляски Донских казаков имени Анатоля Квасова / Министерство культуры Ростовской области,36
http://www.smolensk-filarmonia.ru/content/folklornyy-ansambl-solistov-tausen,"Фольклорный ансамбль солистов ""Таусень"" | Смоленская областная филармония",37
http://www.culture.bsu.by/index.php/collectives,,38,ERROR: HTTP Error 403: Forbidden
http://rumina.ru/,Театр Людмилы Рюминой,39
https://zilcc.ru/studio/music/488.html,Фольклорный ансамбль «Ожерелье» / Музыка / Кружки и студии / Культурный центр ЗИЛ,40
https://checko.ru/company/gau-folklorny-ansambl-torama-1121326002269,"ГАУ ""ФОЛЬКЛОРНЫЙ АНСАМБЛЬ ""ТОРАМА"" - Саранск - Директор Николаев Андрей Алексеевич",41
http://dmsh21sar.ru/contacts.html,Контакты,42
http://www.vrnfolk.ru/kontakty,,43,ERROR: 'NoneType' object has no attribute 'text'
http://kcsalut.ru/direction/music/209/,"Детский фольклорный ансамбль ""Таночек""",44
http://www.omsk-gcnt.ru/contacts,Контакты,45
https://chitigen19.ru/uncategorized/aylanis/,Фольклорный ансамбль «Айланыс» - Читiген,46
https://gov-murman.ru/info/news/279531/,Фольклорный ансамбль «Потешенки» празднует 15-летие,47
http://xn--10-6kci3akcf0a7abanl1e.xn--80acgfbsl1azdqr.xn--p1ai/,Екатеринбургская детская школа искусств №10,48
https://ufacity.info/press/news/333946.html,Уфимский фольклорный ансамбль песни и танца «Мирас» успешно выступил на фестивалях в Болгарии,49
https://radost.mskobr.ru/add_edu/fol_klornoe_otdelenie/obrazovanie/fol_klornyj_ansambl_svetyolka/,"Фольклорный ансамбль «Светёлка», ГБОУ ДО ЦТР и МЭО ""Радость"", Москва",50
http://ddut-mosk.spb.ru/m145-menu.html,Фольклорный ансамбль «Побасенка» ,51
https://zachestnyibiznes.ru/company/ul/1075900006467_5902139472_ANO-FOLYKLORNYY-ANSAMBLY,"АНО ""ФОЛЬКЛОРНЫЙ АНСАМБЛЬ"", Пермь, ИНН 5902139472, ОГРН 1075900006467 - реквизиты, отзывы, контакты, рейтинг.",52
https://promoter.by/artisty/populyarnye-artisty/291-beseda,"Фольклорный ансамбль Бяседа (Беседа) на праздник, заказать фольклорный ансамбль Бяседа (Беседа) в Минске",53
https://dvpion.ru/kurs/orl.asp, ,54
http://www.venets-kostroma.ru/contacts.html,Фольклорный ансамбль «Венец»,55
http://dk-gagarina.ru/%D0%BD%D0%B0%D1%80%D0%BE%D0%B4%D0%BD%D1%8B%D0%B9-%D0%BA%D0%BE%D0%BB%D0%BB%D0%B5%D0%BA%D1%82%D0%B8%D0%B2-%D1%85%D0%BE%D1%80-%D1%80%D1%83%D1%81%D1%81%D0%BA%D0%BE%D0%B9-%D0%BF%D0%B5%D1%81%D0%BD%D0%B8/,"Народный коллектив хор русской песни «Рябинушка», фольклорный ансамбль «Вечорка» – Дворец культуры имени Ю.А. Гагарина",56
https://zoon.ru/msk/public_services/folklornyj_ansambl_povere/,"Фольклорный ансамбль Поверье - отзывы, фото, цены, телефон и адрес - Госуслуги - Москва - Zoon.ru",57
http://dmsh34-spb.ru/kollektivy,Коллективы,58
https://www.kamgov.ru/subordinate-entity/view?id=270,КГБУ «Корякский фольклорный ансамбль танца «Ангт»,59
https://cdt-kirov.ru/union/otdel-hudozhestvenno-esteticheskogo-t/folklornyj-ansambl-rodnichok/,"            Фольклорный ансамбль ""Родничок"" - МОАУ ДО ЦРТДЮ ЛАБИРИНТ        ",60
http://addnt.ru/creative-groups,Творческие коллективы — Портал Ассамблеи и Дома Дружбы народов Татарстана,61
https://swsu.ru/structura/oooitg/ctrs/vocal/folk/kamanitsa/index.php,"Фольклорный ансамбль ""Купава"" | Юго-Западный государственный университет",62
http://ocntpskov.ru/kdu-oblasti/tvocheskie-kollektivy/folklornye-kollektivy/,ФОЛЬКЛОРНЫЕ КОЛЛЕКТИВЫ — Псковский областной центр народного творчества,63
